Reaction_Name,Gene_ID,Pathway,Metabolite_ID,name,formula,charge,"formula, neutral",KEGG ID,CAS number   
putrescine transport via ABC system,MG042,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
putrescine transport via ABC system,MG043,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
putrescine transport via ABC system,MG043,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
putrescine transport via ABC system,MG043,Transport,h,H+,H,1.0,,C00080,12408-02-5
putrescine transport via ABC system,MG043,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
putrescine transport via ABC system,MG043,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
putrescine transport via ABC system,MG043,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
putrescine transport via ABC system,MG044,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
putrescine transport via ABC system,MG044,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
putrescine transport via ABC system,MG044,Transport,h,H+,H,1.0,,C00080,12408-02-5
putrescine transport via ABC system,MG044,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
putrescine transport via ABC system,MG044,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
putrescine transport via ABC system,MG044,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
putrescine/ornithine antiporter,MG226,Transport,orn-L,L-Ornithine,C5H13N2O2,1.0,C5H12N2O2,"C01602, C00077",
putrescine/ornithine antiporter,MG226,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
"putrescine transport in via proton symport, reversible",MG226,Transport,h,H+,H,1.0,,C00080,12408-02-5
"putrescine transport in via proton symport, reversible",MG226,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
"putrescine transport in via proton symport, reversible",MG225,Transport,h,H+,H,1.0,,C00080,12408-02-5
"putrescine transport in via proton symport, reversible",MG225,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
purine-nucleoside phosphorylase (Adenosine),MG049,Nucleotide Salvage Pathways,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
purine-nucleoside phosphorylase (Adenosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Adenosine),MG049,Nucleotide Salvage Pathways,ade,Adenine,C5H5N5,0.0,,C00147,73-24-5
purine-nucleoside phosphorylase (Adenosine),MG049,Nucleotide Salvage Pathways,adn,Adenosine,C10H13N5O4,0.0,,C00212,58-61-7
purine-nucleoside phosphorylase (Deoxyadenosine),MG049,Nucleotide Salvage Pathways,ade,Adenine,C5H5N5,0.0,,C00147,73-24-5
purine-nucleoside phosphorylase (Deoxyadenosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Deoxyadenosine),MG049,Nucleotide Salvage Pathways,2dr1p,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,-2.0,C5H11O7P,C00672,
purine-nucleoside phosphorylase (Deoxyadenosine),MG049,Nucleotide Salvage Pathways,dad-2,Deoxyadenosine,C10H13N5O3,0.0,,C00559,958-09-8
purine-nucleoside phosphorylase (Guanosine),MG049,Nucleotide Salvage Pathways,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
purine-nucleoside phosphorylase (Guanosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Guanosine),MG049,Nucleotide Salvage Pathways,gua,Guanine,C5H5N5O,0.0,,C00242,73-40-5
purine-nucleoside phosphorylase (Guanosine),MG049,Nucleotide Salvage Pathways,gsn,Guanosine,C10H13N5O5,0.0,,C00387,118-00-3
purine-nucleoside phosphorylase (Deoxyguanosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Deoxyguanosine),MG049,Nucleotide Salvage Pathways,dgsn,Deoxyguanosine,C10H13N5O4,0.0,,C00330,961-07-9
purine-nucleoside phosphorylase (Deoxyguanosine),MG049,Nucleotide Salvage Pathways,gua,Guanine,C5H5N5O,0.0,,C00242,73-40-5
purine-nucleoside phosphorylase (Deoxyguanosine),MG049,Nucleotide Salvage Pathways,2dr1p,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,-2.0,C5H11O7P,C00672,
purine-nucleoside phosphorylase (Inosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Inosine),MG049,Nucleotide Salvage Pathways,ins,Inosine,C10H12N4O5,0.0,,C00294,58-63-9
purine-nucleoside phosphorylase (Inosine),MG049,Nucleotide Salvage Pathways,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
purine-nucleoside phosphorylase (Inosine),MG049,Nucleotide Salvage Pathways,hxan,Hypoxanthine,C5H4N4O,0.0,,C00262,68-94-0
purine-nucleoside phosphorylase (Deoxyinosine),MG049,Nucleotide Salvage Pathways,hxan,Hypoxanthine,C5H4N4O,0.0,,C00262,68-94-0
purine-nucleoside phosphorylase (Deoxyinosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Deoxyinosine),MG049,Nucleotide Salvage Pathways,2dr1p,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,-2.0,C5H11O7P,C00672,
purine-nucleoside phosphorylase (Deoxyinosine),MG049,Nucleotide Salvage Pathways,din,Deoxyinosine,C10H12N4O4,0.0,,C05512,890-38-0
purine-nucleoside phosphorylase (Xanthosine),MG049,Nucleotide Salvage Pathways,xtsn,Xanthosine,C10H12N4O6,0.0,,C01762,146-80-5
purine-nucleoside phosphorylase (Xanthosine),MG049,Nucleotide Salvage Pathways,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
purine-nucleoside phosphorylase (Xanthosine),MG049,Nucleotide Salvage Pathways,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
purine-nucleoside phosphorylase (Xanthosine),MG049,Nucleotide Salvage Pathways,xan,Xanthine,C5H4N4O2,0.0,,C00385,69-89-6
pyruvate kinase,MG216,Carbohydrates and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
pyruvate kinase,MG216,Carbohydrates and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
pyruvate kinase,MG216,Carbohydrates and related molecules,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
pyruvate kinase,MG216,Carbohydrates and related molecules,h,H+,H,1.0,,C00080,12408-02-5
pyruvate kinase,MG216,Carbohydrates and related molecules,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
pyrimidine-nucleoside phosphorylase (cytosine),MG051,Nucleotides and nucleic acids,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
pyrimidine-nucleoside phosphorylase (cytosine),MG051,Nucleotides and nucleic acids,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
pyrimidine-nucleoside phosphorylase (cytosine),MG051,Nucleotides and nucleic acids,cytd,Cytidine,C9H13N3O5,0.0,,C00475,65-46-3
pyrimidine-nucleoside phosphorylase (cytosine),MG051,Nucleotides and nucleic acids,csn,Cytosine,C4H5N3O,0.0,,C00380,71-30-7
pyrimidine-nucleoside phosphorylase (uracil),MG051,Nucleotides and nucleic acids,uri,Uridine,C9H12N2O6,0.0,,C00299,58-96-8
pyrimidine-nucleoside phosphorylase (uracil),MG051,Nucleotides and nucleic acids,r1p,alpha-D-Ribose 1-phosphate,C5H9O8P,-2.0,C5H11O8P,C00442,58459-37-3
pyrimidine-nucleoside phosphorylase (uracil),MG051,Nucleotides and nucleic acids,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
pyrimidine-nucleoside phosphorylase (uracil),MG051,Nucleotides and nucleic acids,ura,Uracil,C4H4N2O2,0.0,,C00106,66-22-8
riboflavin kinase,MG145,Coenzymes and prosthetic groups,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
riboflavin kinase,MG145,Coenzymes and prosthetic groups,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
riboflavin kinase,MG145,Coenzymes and prosthetic groups,fmn,FMN,C17H19N4O9P,-2.0,C17H21N4O9P,C00061,146-17-8
riboflavin kinase,MG145,Coenzymes and prosthetic groups,h,H+,H,1.0,,C00080,12408-02-5
riboflavin kinase,MG145,Coenzymes and prosthetic groups,ribflv,Riboflavin,C17H20N4O6,0.0,,C00255,83-88-5
D-ribose transport via ABC system,MG119,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
D-ribose transport via ABC system,MG119,Transport,rib-D,D-Ribose,C5H10O5,0.0,,C00121,50-69-1
D-ribose transport via ABC system,MG119,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
D-ribose transport via ABC system,MG119,Transport,h,H+,H,1.0,,C00080,12408-02-5
D-ribose transport via ABC system,MG119,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
D-ribose transport via ABC system,MG119,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (ADP),MG229,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (ADP),MG229,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (ADP),MG229,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
ribonucleoside-diphosphate reductase (ADP),MG229,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (ADP),MG229,Nucleotides and nucleic acids,dadp,dADP,C10H12N5O9P2,-3.0,C10H15N5O9P2,C00206,
ribonucleoside-diphosphate reductase (ADP),MG230,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (ADP),MG230,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (ADP),MG230,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
ribonucleoside-diphosphate reductase (ADP),MG230,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (ADP),MG230,Nucleotides and nucleic acids,dadp,dADP,C10H12N5O9P2,-3.0,C10H15N5O9P2,C00206,
ribonucleoside-diphosphate reductase (ADP),MG231,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (ADP),MG231,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (ADP),MG231,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
ribonucleoside-diphosphate reductase (ADP),MG231,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (ADP),MG231,Nucleotides and nucleic acids,dadp,dADP,C10H12N5O9P2,-3.0,C10H15N5O9P2,C00206,
ribonucleoside-diphosphate reductase (GDP),MG229,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (GDP),MG229,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
ribonucleoside-diphosphate reductase (GDP),MG229,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (GDP),MG229,Nucleotides and nucleic acids,dgdp,dGDP,C10H12N5O10P2,-3.0,,C00361,
ribonucleoside-diphosphate reductase (GDP),MG229,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (GDP),MG230,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (GDP),MG230,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
ribonucleoside-diphosphate reductase (GDP),MG230,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (GDP),MG230,Nucleotides and nucleic acids,dgdp,dGDP,C10H12N5O10P2,-3.0,,C00361,
ribonucleoside-diphosphate reductase (GDP),MG230,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (GDP),MG231,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (GDP),MG231,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
ribonucleoside-diphosphate reductase (GDP),MG231,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (GDP),MG231,Nucleotides and nucleic acids,dgdp,dGDP,C10H12N5O10P2,-3.0,,C00361,
ribonucleoside-diphosphate reductase (GDP),MG231,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (CDP),MG229,Nucleotide Salvage Pathways,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (CDP),MG229,Nucleotide Salvage Pathways,dcdp,dCDP,C9H12N3O10P2,-3.0,C9H15N3O10P2,C00705,
ribonucleoside-diphosphate reductase (CDP),MG229,Nucleotide Salvage Pathways,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (CDP),MG229,Nucleotide Salvage Pathways,cdp,CDP,C9H12N3O11P2,-3.0,C9H15N3O11P2,C00112,63-38-7
ribonucleoside-diphosphate reductase (CDP),MG229,Nucleotide Salvage Pathways,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (CDP),MG230,Nucleotide Salvage Pathways,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (CDP),MG230,Nucleotide Salvage Pathways,dcdp,dCDP,C9H12N3O10P2,-3.0,C9H15N3O10P2,C00705,
ribonucleoside-diphosphate reductase (CDP),MG230,Nucleotide Salvage Pathways,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (CDP),MG230,Nucleotide Salvage Pathways,cdp,CDP,C9H12N3O11P2,-3.0,C9H15N3O11P2,C00112,63-38-7
ribonucleoside-diphosphate reductase (CDP),MG230,Nucleotide Salvage Pathways,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (CDP),MG231,Nucleotide Salvage Pathways,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (CDP),MG231,Nucleotide Salvage Pathways,dcdp,dCDP,C9H12N3O10P2,-3.0,C9H15N3O10P2,C00705,
ribonucleoside-diphosphate reductase (CDP),MG231,Nucleotide Salvage Pathways,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (CDP),MG231,Nucleotide Salvage Pathways,cdp,CDP,C9H12N3O11P2,-3.0,C9H15N3O11P2,C00112,63-38-7
ribonucleoside-diphosphate reductase (CDP),MG231,Nucleotide Salvage Pathways,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (UDP),MG229,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (UDP),MG229,Nucleotides and nucleic acids,dudp,dUDP,C9H11N2O11P2,-3.0,C9H14N2O11P2,C01346,
ribonucleoside-diphosphate reductase (UDP),MG229,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (UDP),MG229,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (UDP),MG229,Nucleotides and nucleic acids,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
ribonucleoside-diphosphate reductase (UDP),MG230,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (UDP),MG230,Nucleotides and nucleic acids,dudp,dUDP,C9H11N2O11P2,-3.0,C9H14N2O11P2,C01346,
ribonucleoside-diphosphate reductase (UDP),MG230,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (UDP),MG230,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (UDP),MG230,Nucleotides and nucleic acids,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
ribonucleoside-diphosphate reductase (UDP),MG231,Nucleotides and nucleic acids,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
ribonucleoside-diphosphate reductase (UDP),MG231,Nucleotides and nucleic acids,dudp,dUDP,C9H11N2O11P2,-3.0,C9H14N2O11P2,C01346,
ribonucleoside-diphosphate reductase (UDP),MG231,Nucleotides and nucleic acids,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
ribonucleoside-diphosphate reductase (UDP),MG231,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ribonucleoside-diphosphate reductase (UDP),MG231,Nucleotides and nucleic acids,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
ribulose 5-phosphate 3-epimerase,MG112,Pentose Phosphate Pathway,ru5p-D,D-Ribulose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00199,4151-19-3
ribulose 5-phosphate 3-epimerase,MG112,Pentose Phosphate Pathway,xu5p-D,D-Xylulose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00231,
ribose-5-phosphate isomerase,MG396,Carbohydrates and related molecules,r5p,alpha-D-Ribose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00117,4300-28-1
ribose-5-phosphate isomerase,MG396,Carbohydrates and related molecules,ru5p-D,D-Ribulose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00199,4151-19-3
salicin transport via PEP:Pyr PTS,MG041,Transport,salc6p,Salicin 6-phosphate,C13H17O10P,-2.0,C13H19O10P,C06188,
salicin transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
salicin transport via PEP:Pyr PTS,MG041,Transport,salcn,Salicin,C13H18O7,0.0,,C01451,
salicin transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
salicin transport via PEP:Pyr PTS,MG429,Transport,salc6p,Salicin 6-phosphate,C13H17O10P,-2.0,C13H19O10P,C06188,
salicin transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
salicin transport via PEP:Pyr PTS,MG429,Transport,salcn,Salicin,C13H18O7,0.0,,C01451,
salicin transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,ser-L,L-Serine,C3H7NO3,0.0,C3H7NO3,C00065,56-45-1
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,sertrna,L-Seryl-tRNA(Ser),C3H6NO2R,1.0,,C02553,
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,trnaser,tRNA(Ser),HOR,0.0,,C01650,
Seryl-tRNA synthetase,MG005,Glycine and Serine Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
spermidine transport via ABC system,MG042,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
spermidine transport via ABC system,MG042,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
spermidine transport via ABC system,MG042,Transport,spmd,Spermidine,C7H22N3,3.0,C7H19N3,C00315,124-20-9
spermidine transport via ABC system,MG042,Transport,h,H+,H,1.0,,C00080,12408-02-5
spermidine transport via ABC system,MG042,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
spermidine transport via ABC system,MG042,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
spermidine transport via ABC system,MG043,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
spermidine transport via ABC system,MG043,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
spermidine transport via ABC system,MG043,Transport,spmd,Spermidine,C7H22N3,3.0,C7H19N3,C00315,124-20-9
spermidine transport via ABC system,MG043,Transport,h,H+,H,1.0,,C00080,12408-02-5
spermidine transport via ABC system,MG043,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
spermidine transport via ABC system,MG043,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
spermidine transport via ABC system,MG044,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
spermidine transport via ABC system,MG044,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
spermidine transport via ABC system,MG044,Transport,spmd,Spermidine,C7H22N3,3.0,C7H19N3,C00315,124-20-9
spermidine transport via ABC system,MG044,Transport,h,H+,H,1.0,,C00080,12408-02-5
spermidine transport via ABC system,MG044,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
spermidine transport via ABC system,MG044,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
sucrose transport via PEP:Pyr PTS,MG041,Transport,sucr,Sucrose,C12H22O11,0.0,,C00089,57-50-1
sucrose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
sucrose transport via PEP:Pyr PTS,MG041,Transport,suc6p,Sucrose 6-phosphate,C12H21O14P,-2.0,C12H23O14P,C02591,
sucrose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
sucrose transport via PEP:Pyr PTS,MG429,Transport,sucr,Sucrose,C12H22O11,0.0,,C00089,57-50-1
sucrose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
sucrose transport via PEP:Pyr PTS,MG429,Transport,suc6p,Sucrose 6-phosphate,C12H21O14P,-2.0,C12H23O14P,C02591,
sucrose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,uacgala,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,-2.0,C17H27N3O17P2,C00203,
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,udpg,UDPglucose,C15H22N2O17P2,-2.0,C15H24N2O17P2,C00029,
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,tcam,"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",C420H750N30O420P30,-30.0,C420H780N30O420P30,,
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,h2o,H2O,H2O,0.0,,C00001,7732-18-5
minor teichoic acid synthesis (n=30),MG025,Cell Envelope Biosynthesis,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,uacgala,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,-2.0,C17H27N3O17P2,C00203,
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,udpglcur,UDP-D-glucuronate,C15H19N2O18P2,-3.0,C15H22N2O18P2,C00167,
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,teich-45,"teichuronic acid (GlcA + GalNac, 45 repeating unit)",C630H945N45O630P45,-45.0,,,
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated",MG075,Cell Envelope Biosynthesis,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
thiol peroxidase,MG124,thiol peroxidase pathway,h2o,H2O,H2O,0.0,,C00001,7732-18-5
thiol peroxidase,MG124,thiol peroxidase pathway,h2o2,Hydrogen peroxide,H2O2,0.0,,C00027,7722-84-1
thiol peroxidase,MG124,thiol peroxidase pathway,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
thiol peroxidase,MG124,thiol peroxidase pathway,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
